Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,,,,,,,,,,,,,,,
12,14106098,14106788,chr12-14106098-14106788,Stable,Closing,Closing,23,Lratd1,40042,,,,,,,,,,,,,,,,,,,,,,,,,,
10,89491246,89491747,chr10-89491246-89491747,Stable,Closing,Closing,23,Slc17a8,82273,,,,,,,,,,,,,,,,,,,,,,,,,,
2,73037477,73037978,chr2-73037477-73037978,Stable,Stable,Closing,26,Sp9,233947,,,,,,,,,,,,,,,,,,,,,,,,,,
12,74144406,74144907,chr12-74144406-74144907,Stable,Closing,Closing,23,Syt16,-146745,,,,,,,,,,,,,,,,,,,,,,,,,,
2,163663876,163664377,chr2-163663876-163664377,Stable,Closing,Closing,23,Gdap1l1,-225400,,,,,,,,,,,,,,,,,,,,,,,,,,
7,120998847,120999441,chr7-120998847-120999441,Stable,Closing,Closing,23,Polr3e,-81103,,,,,,,,,,,,,,,,,,,,,,,,,,
10,29441262,29441763,chr10-29441262-29441763,Stable,Closing,Closing,23,9330159F19Rik,-229656,,,Gm49353,-242308,,,,,,,,,,,,,,,,,,,,,,
11,57194709,57195210,chr11-57194709-57195210,Stable,Closing,Closing,23,Gria1,-183322,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33337935,33338436,chr4-33337935-33338436,Stable,Closing,Closing,23,Srsf12,-128944,,,,,,,,,,,,,,,,,,,,,,,,,,
11,46349783,46350557,chr11-46349783-46350557,Stable,Closing,Closing,23,Cyfip2,-155933,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3367174,3367675,chr2-3367174-3367675,Stable,Closing,Closing,23,Meig1,41368,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34502946,34503447,chr1-34502946-34503447,Stable,Closing,Closing,23,Arhgef4,174741,,,,,,,,,,,,,,,,,,,,,,,,,,
15,85188185,85188686,chr15-85188185-85188686,Stable,Closing,Closing,23,Ribc2,-56107,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6910432,6910933,chr7-6910432-6910933,Stable,Closing,Closing,23,Usp29,-179854,,,Zfp773,216140,,,,,,,,,,,,,,,,,,,,,,
1,178400812,178401313,chr1-178400812-178401313,Stable,Closing,Closing,23,Kif26b,127812,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11120741,11121242,chr12-11120741-11121242,Stable,Closing,Closing,23,Vsnl1,204000,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4633512,4634013,chr10-4633512-4634013,Stable,Closing,Closing,23,Esr1,-21919,,,,,,,,,,,,,,,,,,,,,,,,,,
6,137300690,137301191,chr6-137300690-137301191,Stable,Closing,Closing,23,Ptpro,-48371,,,,,,,,,,,,,,,,,,,,,,,,,,
1,194908851,194909352,chr1-194908851-194909352,Stable,Closing,Closing,23,Cd46,127474,,,,,,,,,,,,,,,,,,,,,,,,,,
5,116373269,116373770,chr5-116373269-116373770,Stable,Closing,Closing,23,Ccdc60,-248628,,,,,,,,,,,,,,,,,,,,,,,,,,
3,154194355,154195084,chr3-154194355-154195084,Stable,Closing,Closing,23,Slc44a5,-220919,,,,,,,,,,,,,,,,,,,,,,,,,,
9,42052821,42053322,chr9-42052821-42053322,Stable,Closing,Closing,23,Sorl1,-88101,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57220998,57221499,chr13-57220998-57221499,Stable,Closing,Closing,23,Spock1,199696,,,,,,,,,,,,,,,,,,,,,,,,,,
3,116137980,116138481,chr3-116137980-116138481,Stable,Closing,Closing,23,Gpr88,111173,,,,,,,,,,,,,,,,,,,,,,,,,,
7,90218098,90218599,chr7-90218098-90218599,Stable,Closing,Closing,23,Ccdc89,207978,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133977609,133978110,chr7-133977609-133978110,Stable,Closing,Closing,23,Fank1,-200748,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12851847,12852348,chr8-12851847-12852348,Stable,Closing,Closing,23,Mcf2l,21458,,,,,,,,,,,,,,,,,,,,,,,,,,
19,53064498,53064999,chr19-53064498-53064999,Stable,Closing,Closing,23,Mxi1,245519,,,,,,,,,,,,,,,,,,,,,,,,,,
11,50725676,50726177,chr11-50725676-50726177,Stable,Closing,Closing,23,Zfp354c,84909,,,Zfp454,146543,Zfp2,172535,,,,,,,,,,,,,,,,,,,,
2,75991747,75992248,chr2-75991747-75992248,Stable,Closing,Closing,23,Ttc30b,-55898,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126155848,126156349,chr4-126155848-126156349,Stable,Closing,Closing,23,Oscp1,-97283,,,,,,,,,,,,,,,,,,,,,,,,,,
11,32075126,32075627,chr11-32075126-32075627,Stable,Closing,Closing,23,Nsg2,-74663,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3469510,3470011,chr8-3469510-3470011,Stable,Closing,Closing,23,Camsap3,117282,,,,,,,,,,,,,,,,,,,,,,,,,,
19,58850657,58851158,chr19-58850657-58851158,Stable,Closing,Closing,23,Eno4,92267,,,,,,,,,,,,,,,,,,,,,,,,,,
11,61970834,61971335,chr11-61970834-61971335,Stable,Closing,Closing,23,Ulk2,-195185,,,,,,,,,,,,,,,,,,,,,,,,,,
2,79398707,79399208,chr2-79398707-79399208,Stable,Closing,Closing,23,Neurod1,53313,,,,,,,,,,,,,,,,,,,,,,,,,,
9,103078149,103078650,chr9-103078149-103078650,Stable,Closing,Closing,23,Rab6b,33137,,,,,,,,,,,,,,,,,,,,,,,,,,
4,83512814,83513315,chr4-83512814-83513315,Stable,Stable,Closing,26,Ccdc171,12230,,,,,,,,,,,,,,,,,,,,,,,,,,
13,92365256,92365757,chr13-92365256-92365757,Stable,Closing,Closing,23,Serinc5,245334,,,,,,,,,,,,,,,,,,,,,,,,,,
12,32015207,32015708,chr12-32015207-32015708,Stable,Closing,Closing,23,Prkar2b,-56731,,,,,,,,,,,,,,,,,,,,,,,,,,
3,131003442,131004144,chr3-131003442-131004144,Stable,Closing,Closing,23,Lef1,106327,,,,,,,,,,,,,,,,,,,,,,,,,,
14,123331996,123332497,chr14-123331996-123332497,Stable,Closing,Closing,23,Nalcn,-55362,,,,,,,,,,,,,,,,,,,,,,,,,,
13,76937758,76938259,chr13-76937758-76938259,Stable,Closing,Closing,23,2210408I21Rik,197281,,,,,,,,,,,,,,,,,,,,,,,,,,
10,97726032,97726533,chr10-97726032-97726533,Stable,Closing,Closing,23,Dcn,-246423,,,,,,,,,,,,,,,,,,,,,,,,,,
9,49206139,49206813,chr9-49206139-49206813,Stable,Closing,Closing,23,Ttc12,230150,,,,,,,,,,,,,,,,,,,,,,,,,,
10,40727000,40727501,chr10-40727000-40727501,Stable,Closing,Closing,23,Wasf1,155974,,,,,,,,,,,,,,,,,,,,,,,,,,
13,92694044,92694545,chr13-92694044-92694545,Stable,Closing,Closing,23,Serinc5,-82953,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5277781,5278282,chr6-5277781-5278282,Stable,Closing,Closing,23,Asb4,105104,,,,,,,,,,,,,,,,,,,,,,,,,,
11,82011662,82012163,chr11-82011662-82012163,Stable,Closing,Closing,23,Ccl8,103022,,,,,,,,,,,,,,,,,,,,,,,,,,
12,81605227,81605728,chr12-81605227-81605728,Stable,Closing,Closing,23,Ttc9,25521,,,,,,,,,,,,,,,,,,,,,,,,,,
2,71493085,71493586,chr2-71493085-71493586,Stable,Closing,Closing,23,Dlx1,34527,,,Dlx2,49822,,,,,,,,,,,,,,,,,,,,,,
2,102805632,102806133,chr2-102805632-102806133,Stable,Closing,Closing,23,Slc1a2,-146973,,,,,,,,,,,,,,,,,,,,,,,,,,
19,47699716,47700217,chr19-47699716-47700217,Stable,Closing,Closing,23,Cfap43,36640,,,,,,,,,,,,,,,,,,,,,,,,,,
11,41903472,41903973,chr11-41903472-41903973,Stable,Closing,Closing,23,Gabra1,226966,,,,,,,,,,,,,,,,,,,,,,,,,,
8,33470122,33470623,chr8-33470122-33470623,Stable,Closing,Closing,23,Purg,-83797,,,,,,,,,,,,,,,,,,,,,,,,,,
1,187226418,187226919,chr1-187226418-187226919,Stable,Closing,Closing,23,Spata17,-181770,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113903299,113903800,chr7-113903299-113903800,Stable,Closing,Closing,23,Spon1,-137301,,,,,,,,,,,,,,,,,,,,,,,,,,
9,49571654,49572349,chr9-49571654-49572349,Stable,Closing,Closing,23,Ttc12,-134691,,,,,,,,,,,,,,,,,,,,,,,,,,
1,132346114,132346771,chr1-132346114-132346771,Stable,Closing,Closing,23,Gm29695,-154657,,,Nfasc,217919,,,,,,,,,,,,,,,,,,,,,,
5,21543247,21543965,chr5-21543247-21543965,Stable,Closing,Closing,23,Fbxl13,-59400,,,Fgl2,-170605,,,,,,,,,,,,,,,,,,,,,,
17,81186326,81187070,chr17-81186326-81187070,Stable,Closing,Closing,23,Tmem178,-241694,,,,,,,,,,,,,,,,,,,,,,,,,,
18,68110954,68111455,chr18-68110954-68111455,Stable,Closing,Closing,23,Mc5r,226141,,,,,,,,,,,,,,,,,,,,,,,,,,
13,64425333,64425834,chr13-64425333-64425834,Stable,Closing,Closing,23,Prxl2c,-150053,,,,,,,,,,,,,,,,,,,,,,,,,,
15,54809520,54810021,chr15-54809520-54810021,Stable,Closing,Closing,23,Enpp2,28880,,,,,,,,,,,,,,,,,,,,,,,,,,
7,139886926,139887427,chr7-139886926-139887427,Stable,Closing,Closing,23,Kndc1,7269,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4505041,4505542,chr9-4505041-4505542,Stable,Closing,Closing,23,Gria4,-87145,,,,,,,,,,,,,,,,,,,,,,,,,,
5,75544690,75545191,chr5-75544690-75545191,Stable,Closing,Closing,23,Kit,29725,,,,,,,,,,,,,,,,,,,,,,,,,,
2,122576206,122576707,chr2-122576206-122576707,Stable,Closing,Closing,23,Gatm,17760,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4813142,4813643,chr6-4813142-4813643,Stable,Closing,Closing,23,Ppp1r9a,89274,,,,,,,,,,,,,,,,,,,,,,,,,,
2,71698927,71699428,chr2-71698927-71699428,Stable,Closing,Closing,23,Dlx2,-155519,,,Dlx1,-170814,Pdk1,173796,,,,,,,,,,,,,,,,,,,,
18,80775491,80776194,chr18-80775491-80776194,Stable,Closing,Closing,23,Sall3,190182,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34037412,34037913,chr3-34037412-34037913,Stable,Closing,Closing,23,Ccdc39,-225050,,,Ttc14,-237580,,,,,,,,,,,,,,,,,,,,,,
7,19464337,19464838,chr7-19464337-19464838,Stable,Closing,Closing,23,Fosb,-161641,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5648784,5649285,chr5-5648784-5649285,Stable,Closing,Closing,23,Cfap69,-69506,,,,,,,,,,,,,,,,,,,,,,,,,,
11,49811135,49811636,chr11-49811135-49811636,Stable,Closing,Closing,23,Rnf130,213710,,,,,,,,,,,,,,,,,,,,,,,,,,
13,23490608,23491109,chr13-23490608-23491109,Stable,Closing,Closing,23,Hist1h1d,62153,,,,,,,,,,,,,,,,,,,,,,,,,,
14,57344742,57345243,chr14-57344742-57345243,Stable,Closing,Closing,23,Ift88,78819,,,,,,,,,,,,,,,,,,,,,,,,,,
7,83737931,83738432,chr7-83737931-83738432,Stable,Stable,Closing,26,Cfap161,35669,,,,,,,,,,,,,,,,,,,,,,,,,,
12,91028900,91029401,chr12-91028900-91029401,Stable,Closing,Closing,23,Cep128,-30408,,,,,,,,,,,,,,,,,,,,,,,,,,
16,44313280,44313781,chr16-44313280-44313781,Stable,Stable,Closing,26,Cfap44,81015,,,Boc,171268,,,,,,,,,,,,,,,,,,,,,,
8,117022398,117022899,chr8-117022398-117022899,Stable,Closing,Closing,23,1700030J22Rik,-52804,,,,,,,,,,,,,,,,,,,,,,,,,,
10,74817135,74817636,chr10-74817135-74817636,Stable,Closing,Closing,23,Gnaz,149541,,,Rab36,219422,,,,,,,,,,,,,,,,,,,,,,
9,105807209,105807710,chr9-105807209-105807710,Stable,Closing,Closing,23,Col6a6,-119400,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33763837,33764338,chr1-33763837-33764338,Stable,Closing,Closing,23,Bend6,87714,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13557529,13558183,chr3-13557529-13558183,Stable,Closing,Closing,23,Ralyl,-85874,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4620801,4621302,chr10-4620801-4621302,Stable,Closing,Closing,23,Esr1,-9208,,,,,,,,,,,,,,,,,,,,,,,,,,
9,49533380,49533881,chr9-49533380-49533881,Stable,Closing,Closing,23,Ttc12,-96417,,,,,,,,,,,,,,,,,,,,,,,,,,
15,79299501,79300002,chr15-79299501-79300002,Stable,Closing,Closing,23,1700088E04Rik,-170152,,,,,,,,,,,,,,,,,,,,,,,,,,
6,115943584,115944085,chr6-115943584-115944085,Stable,Closing,Closing,23,Ift122,-90114,,,,,,,,,,,,,,,,,,,,,,,,,,
2,144544572,144545073,chr2-144544572-144545073,Stable,Closing,Closing,23,Dzank1,-74015,,,Zfp133-ps,-85292,,,,,,,,,,,,,,,,,,,,,,
16,42376421,42376922,chr16-42376421-42376922,Stable,Closing,Closing,23,Gap43,-127979,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37848184,37848685,chr2-37848184-37848685,Stable,Closing,Closing,23,Crb2,-71935,,,,,,,,,,,,,,,,,,,,,,,,,,
1,131942613,131943594,chr1-131942613-131943594,Stable,Closing,Closing,23,Slc41a1,-115120,,,Gm29695,247863,,,,,,,,,,,,,,,,,,,,,,
5,21247846,21248347,chr5-21247846-21248347,Stable,Stable,Closing,26,Fgl2,124295,,,Fbxl13,235500,,,,,,,,,,,,,,,,,,,,,,
12,52868040,52868541,chr12-52868040-52868541,Stable,Closing,Closing,23,Akap6,-168657,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33403754,33404255,chr4-33403754-33404255,Stable,Closing,Closing,23,Srsf12,-194763,,,,,,,,,,,,,,,,,,,,,,,,,,
3,154754453,154754954,chr3-154754453-154754954,Stable,Closing,Closing,23,Erich3,-90594,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11711264,11711765,chr8-11711264-11711765,Stable,Closing,Closing,23,Arhgef7,15956,,,,,,,,,,,,,,,,,,,,,,,,,,
2,61579529,61580030,chr2-61579529-61580030,Stable,Closing,Closing,23,Tbr1,222900,,,,,,,,,,,,,,,,,,,,,,,,,,
6,124693318,124693819,chr6-124693318-124693819,Stable,Closing,Closing,23,Lrrc23,76044,,,,,,,,,,,,,,,,,,,,,,,,,,
7,90394874,90395375,chr7-90394874-90395375,Stable,Closing,Closing,23,Ccdc89,31202,,,Dlg2,81297,,,,,,,,,,,,,,,,,,,,,,
5,121341113,121341614,chr5-121341113-121341614,Stable,Closing,Closing,23,Mapkapk5,183424,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3415673,3416174,chr2-3415673-3416174,Stable,Closing,Closing,23,Meig1,-6630,,,,,,,,,,,,,,,,,,,,,,,,,,
18,71309368,71309869,chr18-71309368-71309869,Stable,Closing,Closing,23,Dcc,-55734,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36243926,36244427,chr2-36243926-36244427,Stable,Closing,Closing,23,Morn5,-194468,,,,,,,,,,,,,,,,,,,,,,,,,,
9,105796033,105796534,chr9-105796033-105796534,Stable,Closing,Closing,23,Col6a6,-108224,,,,,,,,,,,,,,,,,,,,,,,,,,
5,51466013,51466514,chr5-51466013-51466514,Stable,Closing,Closing,23,Ppargc1a,-11763,,,,,,,,,,,,,,,,,,,,,,,,,,
13,104997594,104998095,chr13-104997594-104998095,Stable,Closing,Closing,23,Rnf180,131906,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15018678,15019179,chr9-15018678-15019179,Stable,Closing,Closing,23,Panx1,-16550,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8416792,8417293,chr6-8416792-8417293,Stable,Closing,Closing,23,Glcci1,92307,,,,,,,,,,,,,,,,,,,,,,,,,,
4,96096793,96097294,chr4-96096793-96097294,Stable,Closing,Closing,23,Hook1,-129553,,,,,,,,,,,,,,,,,,,,,,,,,,
11,106555813,106556314,chr11-106555813-106556314,Stable,Closing,Closing,23,Tex2,-53666,,,,,,,,,,,,,,,,,,,,,,,,,,
7,28420761,28421262,chr7-28420761-28421262,Stable,Closing,Closing,23,Dll3,-127208,,,,,,,,,,,,,,,,,,,,,,,,,,
5,48513250,48513751,chr5-48513250-48513751,Stable,Closing,Closing,23,Kcnip4,-123748,,,,,,,,,,,,,,,,,,,,,,,,,,
4,135292533,135293034,chr4-135292533-135293034,Stable,Closing,Closing,23,Rcan3,119274,,,Nipal3,152386,,,,,,,,,,,,,,,,,,,,,,
12,57476810,57477311,chr12-57476810-57477311,Stable,Closing,Closing,23,Ttc6,86802,,,,,,,,,,,,,,,,,,,,,,,,,,
1,153171033,153171534,chr1-153171033-153171534,Stable,Stable,Closing,26,Nmnat2,-216040,,,,,,,,,,,,,,,,,,,,,,,,,,
19,42099372,42099873,chr19-42099372-42099873,Stable,Closing,Closing,23,Morn4,-24433,,,,,,,,,,,,,,,,,,,,,,,,,,
14,73483726,73484227,chr14-73483726-73484227,Stable,Closing,Closing,23,Itm2b,-121500,,,,,,,,,,,,,,,,,,,,,,,,,,
6,114459360,114459861,chr6-114459360-114459861,Stable,Closing,Closing,23,Slc6a1,-176725,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35354024,35354525,chr4-35354024-35354525,Stable,Closing,Closing,23,C9orf72,-162739,,,,,,,,,,,,,,,,,,,,,,,,,,
2,179919947,179920448,chr2-179919947-179920448,Stable,Closing,Closing,23,Ss18l1,122061,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23945951,23946452,chr11-23945951-23946452,Stable,Stable,Closing,26,Bcl11a,131604,,,,,,,,,,,,,,,,,,,,,,,,,,
13,104976267,104976768,chr13-104976267-104976768,Stable,Closing,Closing,23,Rnf180,153233,,,,,,,,,,,,,,,,,,,,,,,,,,
8,33820089,33820590,chr8-33820089-33820590,Stable,Closing,Closing,23,Smim18,-77977,,,,,,,,,,,,,,,,,,,,,,,,,,
5,122436361,122436862,chr5-122436361-122436862,Stable,Closing,Closing,23,Ift81,113342,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85837984,85838485,chr1-85837984-85838485,Stable,Closing,Closing,23,4933407L21Rik,89998,,,2810459M11Rik,207378,,,,,,,,,,,,,,,,,,,,,,
10,9549860,9550361,chr10-9549860-9550361,Stable,Closing,Closing,23,Stxbp5,205186,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30432586,30433223,chr6-30432586-30433223,Stable,Closing,Closing,23,Cep41,220234,,,,,,,,,,,,,,,,,,,,,,,,,,
4,45755872,45756373,chr4-45755872-45756373,Stable,Closing,Closing,23,Igfbpl1,53095,,,,,,,,,,,,,,,,,,,,,,,,,,
2,129212330,129212831,chr2-129212330-129212831,Stable,Closing,Closing,23,Zc3h6,-244928,,,,,,,,,,,,,,,,,,,,,,,,,,
2,136513643,136514326,chr2-136513643-136514326,Stable,Closing,Closing,23,Ankef1,-11733,,,Snap25,199127,,,,,,,,,,,,,,,,,,,,,,
8,83363115,83363616,chr8-83363115-83363616,Stable,Closing,Closing,23,Clgn,26251,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126051418,126051919,chr1-126051418-126051919,Stable,Stable,Closing,26,Lypd1,-183796,,,,,,,,,,,,,,,,,,,,,,,,,,
11,80682765,80683266,chr11-80682765-80683266,Stable,Closing,Closing,23,Asic2,196903,,,Cdk5r1,-205742,,,,,,,,,,,,,,,,,,,,,,
3,75928758,75929259,chr3-75928758-75929259,Stable,Closing,Closing,23,Fstl5,145011,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21304829,21305330,chr10-21304829-21305330,Stable,Closing,Closing,23,Myb,-179894,,,,,,,,,,,,,,,,,,,,,,,,,,
18,77663717,77664218,chr18-77663717-77664218,Stable,Closing,Closing,23,Rnf165,-207607,,,,,,,,,,,,,,,,,,,,,,,,,,
10,63908819,63909320,chr10-63908819-63909320,Stable,Closing,Closing,23,Lrrtm3,19152,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65606876,65607377,chr6-65606876-65607377,Stable,Closing,Closing,23,Ndnf,64213,,,,,,,,,,,,,,,,,,,,,,,,,,
18,67295251,67295752,chr18-67295251-67295752,Stable,Closing,Closing,23,Gnal,-207035,,,,,,,,,,,,,,,,,,,,,,,,,,
2,148603822,148604323,chr2-148603822-148604323,Stable,Closing,Closing,23,Gzf1,76700,,,Napb,89662,,,,,,,,,,,,,,,,,,,,,,
2,21001138,21001639,chr2-21001138-21001639,Stable,Closing,Closing,23,Thnsl1,204085,,,,,,,,,,,,,,,,,,,,,,,,,,
15,31563869,31564370,chr15-31563869-31564370,Stable,Closing,Closing,23,6-Mar,-107978,,,Ropn1l,-122658,,,,,,,,,,,,,,,,,,,,,,
1,162207186,162207687,chr1-162207186-162207687,Stable,Closing,Closing,23,Dnm3,-224733,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40903032,40903533,chr14-40903032-40903533,Stable,Closing,Closing,23,Dydc2,145584,,,,,,,,,,,,,,,,,,,,,,,,,,
14,45069351,45070051,chr14-45069351-45070051,Stable,Closing,Closing,23,Txndc16,63414,,,Gpr137c,149666,,,,,,,,,,,,,,,,,,,,,,
13,64388675,64389176,chr13-64388675-64389176,Stable,Closing,Closing,23,Prxl2c,-113395,,,,,,,,,,,,,,,,,,,,,,,,,,
17,46277713,46278214,chr17-46277713-46278214,Stable,Closing,Closing,23,Zfp318,105517,,,Rsph9,-155678,,,,,,,,,,,,,,,,,,,,,,
11,60279945,60280446,chr11-60279945-60280446,Stable,Closing,Closing,23,Drc3,72883,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21283565,21284066,chr5-21283565-21284066,Stable,Closing,Closing,23,Fgl2,88576,,,Fbxl13,199781,,,,,,,,,,,,,,,,,,,,,,
6,23048393,23048894,chr6-23048393-23048894,Stable,Closing,Closing,23,Ptprz1,-172891,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19156037,19156538,chr7-19156037-19156538,Stable,Closing,Closing,23,Fosb,146158,,,Nova2,-230149,,,,,,,,,,,,,,,,,,,,,,
12,56958192,56959538,chr12-56958192-56959538,Stable,Closing,Closing,23,Slc25a21,-245558,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46023152,46023653,chr4-46023152-46023653,Stable,Closing,Closing,23,Igfbpl1,-213684,,,,,,,,,,,,,,,,,,,,,,,,,,
4,101707206,101707707,chr4-101707206-101707707,Stable,Closing,Closing,23,Dnajc6,-210575,,,,,,,,,,,,,,,,,,,,,,,,,,
9,105811443,105811944,chr9-105811443-105811944,Stable,Closing,Closing,23,Col6a6,-123634,,,,,,,,,,,,,,,,,,,,,,,,,,
14,23522515,23523016,chr14-23522515-23523016,Stable,Closing,Closing,23,Kcnma1,-233084,,,,,,,,,,,,,,,,,,,,,,,,,,
18,82486984,82487587,chr18-82486984-82487587,Stable,Closing,Closing,23,Mbp,-11838,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12358397,12359167,chr6-12358397-12359167,Stable,Closing,Closing,23,Thsd7a,-46787,,,,,,,,,,,,,,,,,,,,,,,,,,
2,148529972,148530473,chr2-148529972-148530473,Stable,Closing,Closing,23,Gzf1,150550,,,Napb,163512,,,,,,,,,,,,,,,,,,,,,,
4,95874900,95875401,chr4-95874900-95875401,Stable,Closing,Closing,23,Hook1,91839,,,,,,,,,,,,,,,,,,,,,,,,,,
5,110181732,110182233,chr5-110181732-110182233,Stable,Closing,Closing,23,Pxmp2,92049,,,,,,,,,,,,,,,,,,,,,,,,,,
16,38654230,38654731,chr16-38654230-38654731,Stable,Stable,Closing,26,Igsf11,237940,,,,,,,,,,,,,,,,,,,,,,,,,,
11,72466998,72467499,chr11-72466998-72467499,Stable,Closing,Closing,23,Spns2,-15360,,,Tekt1,-122276,Slc13a5,-225009,,,,,,,,,,,,,,,,,,,,
3,153917186,153917687,chr3-153917186-153917687,Stable,Closing,Closing,23,Slc44a5,55749,,,,,,,,,,,,,,,,,,,,,,,,,,
11,87298369,87299204,chr11-87298369-87299204,Stable,Closing,Closing,23,Ppm1e,-71463,,,Trim37,-171292,,,,,,,,,,,,,,,,,,,,,,
5,67446488,67447104,chr5-67446488-67447104,Stable,Closing,Closing,23,Shisa3,160778,,,Atp8a1,171036,,,,,,,,,,,,,,,,,,,,,,
2,157378096,157378597,chr2-157378096-157378597,Stable,Closing,Closing,23,Rpn2,-99079,,,Nnat,181481,,,,,,,,,,,,,,,,,,,,,,
6,34691534,34692035,chr6-34691534-34692035,Stable,Closing,Closing,23,Cyren,179736,,,,,,,,,,,,,,,,,,,,,,,,,,
19,37269751,37270252,chr19-37269751-37270252,Stable,Closing,Closing,23,Cpeb3,-248460,,,,,,,,,,,,,,,,,,,,,,,,,,
10,42729569,42730070,chr10-42729569-42730070,Stable,Closing,Closing,23,Scml4,130300,,,,,,,,,,,,,,,,,,,,,,,,,,
17,49573415,49573916,chr17-49573415-49573916,Stable,Closing,Closing,23,Kif6,41220,,,,,,,,,,,,,,,,,,,,,,,,,,
8,31002124,31003393,chr8-31002124-31003393,Stable,Closing,Closing,23,Dusp26,86078,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21496390,21496891,chr5-21496390-21496891,Stable,Closing,Closing,23,Fbxl13,-12543,,,Fgl2,-123748,,,,,,,,,,,,,,,,,,,,,,
9,36848648,36849149,chr9-36848648-36849149,Stable,Closing,Closing,23,Fez1,-26784,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8864536,8865037,chr17-8864536-8865037,Stable,Closing,Closing,23,1700010I14Rik,123296,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6663225,6663726,chr7-6663225-6663726,Stable,Closing,Closing,23,Usp29,66852,,,,,,,,,,,,,,,,,,,,,,,,,,
4,47316249,47316750,chr4-47316249-47316750,Stable,Closing,Closing,23,Col15a1,-108088,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28635147,28635648,chr14-28635147-28635648,Stable,Closing,Closing,23,Wnt5a,-130397,,,,,,,,,,,,,,,,,,,,,,,,,,
10,97535552,97536053,chr10-97535552-97536053,Stable,Closing,Closing,23,Dcn,-55943,,,,,,,,,,,,,,,,,,,,,,,,,,
13,112420480,112420981,chr13-112420480-112420981,Stable,Closing,Closing,23,Slc38a9,239770,,,,,,,,,,,,,,,,,,,,,,,,,,
1,161327517,161328385,chr1-161327517-161328385,Stable,Closing,Closing,23,Ankrd45,-184826,,,,,,,,,,,,,,,,,,,,,,,,,,
9,91511036,91511537,chr9-91511036-91511537,Stable,Closing,Closing,23,Zic4,-148623,,,,,,,,,,,,,,,,,,,,,,,,,,
11,42373021,42373644,chr11-42373021-42373644,Stable,Closing,Closing,23,Gabra1,-242082,,,,,,,,,,,,,,,,,,,,,,,,,,
6,147010215,147010716,chr6-147010215-147010716,Stable,Closing,Closing,23,Pthlh,241385,,,,,,,,,,,,,,,,,,,,,,,,,,
2,66150499,66151000,chr2-66150499-66151000,Stable,Closing,Closing,23,Scn1a,119778,,,,,,,,,,,,,,,,,,,,,,,,,,
11,87309561,87310062,chr11-87309561-87310062,Stable,Closing,Closing,23,Ppm1e,-82655,,,Trim37,-182484,,,,,,,,,,,,,,,,,,,,,,
