Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
3,59360054,59360555,chr3-59360054-59360555,Stable,Closing,Closing,23,Igsf10,-43319,,,,,,,,,,
6,135136775,135137276,chr6-135136775-135137276,Stable,Closing,Closing,23,Hebp1,246,,,Gprc5a,-71124,,,,,,
11,101056855,101057356,chr11-101056855-101057356,Stable,Closing,Closing,23,Cavin1,-100122,,,,,,,,,,
3,105000638,105001139,chr3-105000638-105001139,Stable,Closing,Closing,23,Mov10,-205802,,,,,,,,,,
15,31184522,31185023,chr15-31184522-31185023,Stable,Closing,Closing,23,Dap,39291,,,,,,,,,,
18,69938523,69939024,chr18-69938523-69939024,Stable,Closing,Closing,23,Ccdc68,-13097,,,,,,,,,,
2,22813854,22814355,chr2-22813854-22814355,Stable,Closing,Closing,23,Apbb1ip,-39760,,,,,,,,,,
15,66861723,66862224,chr15-66861723-66862224,Stable,Closing,Closing,23,St3gal1,240651,,,,,,,,,,
7,98415570,98416071,chr7-98415570-98416071,Stable,Closing,Closing,23,Lrrc32,73212,,,,,,,,,,
14,76560645,76561146,chr14-76560645-76561146,Stable,Closing,Closing,23,Tsc22d1,-145684,,,,,,,,,,
11,72245144,72245645,chr11-72245144-72245645,Stable,Closing,Closing,23,Pimreg,-203112,,,,,,,,,,
9,108137445,108137946,chr9-108137445-108137946,Stable,Closing,Closing,23,Uba7,-161940,,,Traip,-187309,Gpx1,200957,,,,
16,15680418,15680919,chr16-15680418-15680919,Stable,Closing,Closing,23,Mcm4,-56521,,,,,,,,,,
3,148631788,148632289,chr3-148631788-148632289,Stable,Closing,Closing,23,Adgrl2,183294,,,,,,,,,,
5,45292233,45292734,chr5-45292233-45292734,Stable,Closing,Closing,23,Lap3,200640,,,,,,,,,,
15,31417878,31418379,chr15-31417878-31418379,Stable,Stable,Closing,26,Dap,-193564,,,,,,,,,,
15,44674707,44675208,chr15-44674707-44675208,Stable,Closing,Closing,23,Ebag9,-55532,,,,,,,,,,
2,121602336,121602837,chr2-121602336-121602837,Stable,Closing,Closing,23,Serf2,-153141,,,,,,,,,,
13,53248836,53249505,chr13-53248836-53249505,Stable,Closing,Closing,23,Ror2,-139524,,,,,,,,,,
12,84858576,84859077,chr12-84858576-84859077,Stable,Stable,Closing,26,Npc2,-104014,,,,,,,,,,
2,125293940,125294441,chr2-125293940-125294441,Stable,Closing,Closing,23,Fbn1,6153,,,,,,,,,,
11,86604668,86605169,chr11-86604668-86605169,Stable,Closing,Closing,23,Vmp1,-20803,,,,,,,,,,
19,34726481,34726982,chr19-34726481-34726982,Stable,Closing,Closing,23,Kif20b,195379,,,,,,,,,,
7,71854556,71855057,chr7-71854556-71855057,Stable,Closing,Closing,23,Mctp2,222773,,,,,,,,,,
4,4185224,4185725,chr4-4185224-4185725,Stable,Stable,Closing,26,Penk,-51693,,,,,,,,,,
7,16993607,16994108,chr7-16993607-16994108,Stable,Closing,Closing,23,Ccdc8,-899,,,Slc1a5,-212267,,,,,,
19,41716208,41716709,chr19-41716208-41716709,Stable,Closing,Closing,23,Arhgap19,49879,,,,,,,,,,
7,45191781,45192282,chr7-45191781-45192282,Stable,Closing,Closing,23,Rpl13a,-66223,,,Rps11,-69402,,,,,,
16,30502283,30502784,chr16-30502283-30502784,Stable,Closing,Closing,23,Lrrc15,-232981,,,,,,,,,,
1,170755690,170756191,chr1-170755690-170756191,Stable,Closing,Closing,23,Olfml2b,-111158,,,,,,,,,,
6,66298424,66298925,chr6-66298424-66298925,Stable,Closing,Closing,23,Mad2l1,236465,,,,,,,,,,
13,97356848,97357349,chr13-97356848-97357349,Stable,Closing,Closing,23,Nsa2,-227424,,,,,,,,,,
10,31467087,31467588,chr10-31467087-31467588,Stable,Closing,Closing,23,Tpd52l1,-134711,,,,,,,,,,
10,41605002,41605847,chr10-41605002-41605847,Stable,Closing,Closing,23,Mical1,-128688,,,,,,,,,,
9,31295308,31295809,chr9-31295308-31295809,Stable,Closing,Closing,23,St14,-205906,,,,,,,,,,
5,149398954,149399455,chr5-149398954-149399455,Stable,Closing,Closing,23,Medag,12294,,,,,,,,,,
18,69686734,69687235,chr18-69686734-69687235,Stable,Closing,Closing,23,Ccdc68,238191,,,,,,,,,,
13,108538708,108539209,chr13-108538708-108539209,Stable,Closing,Closing,23,Depdc1b,-222376,,,,,,,,,,
4,11785500,11786001,chr4-11785500-11786001,Stable,Closing,Closing,23,Cdh17,-27353,,,,,,,,,,
19,47400742,47401243,chr19-47400742-47401243,Stable,Closing,Closing,23,Sh3pxd2a,-140568,,,,,,,,,,
1,120136234,120136735,chr1-120136234-120136735,Stable,Closing,Closing,23,Tmem37,-68857,,,,,,,,,,
2,36099783,36100284,chr2-36099783-36100284,Stable,Closing,Closing,23,Lhx6,-17830,,,Ptgs1,130142,,,,,,
18,61376281,61376782,chr18-61376281-61376782,Stable,Closing,Closing,23,Ppargc1b,-78145,,,,,,,,,,
15,83025083,83025784,chr15-83025083-83025784,Stable,Closing,Closing,23,A4galt,200938,,,,,,,,,,
11,82943253,82943754,chr11-82943253-82943754,Stable,Closing,Closing,23,Slfn9,34636,,,,,,,,,,
13,21907081,21907810,chr13-21907081-21907810,Stable,Closing,Closing,23,Hist1h2ap,-74055,,,Hist1h1b,-127198,,,,,,
5,5392777,5393278,chr5-5392777-5393278,Stable,Closing,Closing,23,Gm8773,180521,,,,,,,,,,
5,122299917,122300418,chr5-122299917-122300418,Stable,Closing,Closing,23,Hvcn1,-93113,,,,,,,,,,
11,86711257,86711758,chr11-86711257-86711758,Stable,Closing,Closing,23,Vmp1,-127392,,,,,,,,,,
5,64193263,64193764,chr5-64193263-64193764,Stable,Closing,Closing,23,Tbc1d1,-36958,,,,,,,,,,
11,75141835,75142336,chr11-75141835-75142336,Stable,Closing,Closing,23,Rpa1,155830,,,,,,,,,,
5,21443738,21444239,chr5-21443738-21444239,Stable,Closing,Closing,23,Lrrc17,99320,,,,,,,,,,
15,83410114,83410615,chr15-83410114-83410615,Stable,Closing,Closing,23,A4galt,-183392,,,Scube1,194384,,,,,,
1,135711057,135711558,chr1-135711057-135711558,Stable,Closing,Closing,23,Csrp1,8503,,,,,,,,,,
12,95483250,95483751,chr12-95483250-95483751,Stable,Closing,Closing,23,Flrt2,208475,,,,,,,,,,
13,90851567,90852337,chr13-90851567-90852337,Stable,Closing,Closing,23,Rps23,70621,,,,,,,,,,
16,18893890,18894391,chr16-18893890-18894391,Stable,Closing,Closing,23,Cdc45,-113443,,,,,,,,,,
1,88345497,88345998,chr1-88345497-88345998,Stable,Closing,Closing,23,Dnajb3,-140765,,,,,,,,,,
6,17082689,17083190,chr6-17082689-17083190,Stable,Closing,Closing,23,Tes,-17540,,,,,,,,,,
2,180494258,180494759,chr2-180494258-180494759,Stable,Closing,Closing,23,Rps21,-236881,,,,,,,,,,
2,125282392,125282893,chr2-125282392-125282893,Stable,Closing,Closing,23,Fbn1,17701,,,,,,,,,,
1,170741588,170742089,chr1-170741588-170742089,Stable,Closing,Closing,23,Olfml2b,-97056,,,,,,,,,,
4,141604442,141604943,chr4-141604442-141604943,Stable,Closing,Closing,23,Fblim1,-28380,,,,,,,,,,
11,62005425,62005926,chr11-62005425-62005926,Stable,Closing,Closing,23,Specc1,-48662,,,Adora2b,243058,,,,,,
5,21366451,21366952,chr5-21366451-21366952,Stable,Closing,Closing,23,Lrrc17,176607,,,,,,,,,,
5,33234367,33234868,chr5-33234367-33234868,Stable,Closing,Closing,23,Spon2,-36183,,,,,,,,,,
11,104640816,104641317,chr11-104640816-104641317,Stable,Closing,Closing,23,Itgb3,-32816,,,,,,,,,,
2,163675176,163675677,chr2-163675176-163675677,Stable,Closing,Closing,23,Ada,50907,,,,,,,,,,
8,104191448,104191949,chr8-104191448-104191949,Stable,Closing,Closing,23,Cmtm3,147461,,,,,,,,,,
10,4311248,4311749,chr10-4311248-4311749,Stable,Closing,Closing,23,Akap12,-44868,,,,,,,,,,
7,81182681,81183182,chr7-81182681-81183182,Stable,Closing,Closing,23,Rps17,159550,,,,,,,,,,
15,67303912,67304639,chr15-67303912-67304639,Stable,Closing,Closing,23,St3gal1,-201037,,,,,,,,,,
7,112200616,112201117,chr7-112200616-112201117,Stable,Closing,Closing,23,Mical2,24739,,,,,,,,,,
19,47177009,47177510,chr19-47177009-47177510,Stable,Closing,Closing,23,Calhm2,-71656,,,Sh3pxd2a,82664,,,,,,
4,133185167,133185668,chr4-133185167-133185668,Stable,Closing,Closing,23,Sytl1,67422,,,,,,,,,,
5,45895753,45896503,chr5-45895753-45896503,Stable,Closing,Closing,23,Ncapg,-225834,,,,,,,,,,
19,9105989,9106672,chr19-9105989-9106672,Stable,Closing,Closing,23,Ahnak,-116705,,,Pcna-ps2,176708,,,,,,
2,132323523,132324024,chr2-132323523-132324024,Stable,Stable,Closing,26,Pcna,-74361,,,,,,,,,,
15,67102387,67102888,chr15-67102387-67102888,Stable,Closing,Closing,23,St3gal1,0,,,,,,,,,,
19,34733017,34733518,chr19-34733017-34733518,Stable,Closing,Closing,23,Kif20b,188843,,,,,,,,,,
4,4181419,4181920,chr4-4181419-4181920,Stable,Closing,Closing,23,Penk,-47888,,,,,,,,,,
2,125368577,125369078,chr2-125368577-125369078,Stable,Closing,Closing,23,Fbn1,-67983,,,,,,,,,,
2,137006686,137007187,chr2-137006686-137007187,Stable,Closing,Closing,23,AL731706.1,-125415,,,,,,,,,,
13,112275065,112275800,chr13-112275065-112275800,Stable,Closing,Closing,23,Il6st,188270,,,,,,,,,,
1,163907309,163907810,chr1-163907309-163907810,Stable,Closing,Closing,23,BC055324,38183,,,Kifap3,-127726,,,,,,
15,102010711,102011212,chr15-102010711-102011212,Stable,Closing,Closing,23,Eif4b,62561,,,,,,,,,,
5,29887343,29887844,chr5-29887343-29887844,Stable,Closing,Closing,23,Tyms,170358,,,,,,,,,,
10,41565070,41565571,chr10-41565070-41565571,Stable,Closing,Closing,23,Mical1,-88756,,,,,,,,,,
5,64079087,64079588,chr5-64079087-64079588,Stable,Closing,Closing,23,Tbc1d1,76717,,,,,,,,,,
2,84474657,84475158,chr2-84474657-84475158,Stable,Closing,Closing,23,Tfpi,-41802,,,Selenoh,194057,,,,,,
2,36247885,36248386,chr2-36247885-36248386,Stable,Closing,Closing,23,Ptgs1,-17459,,,Lhx6,-165932,,,,,,
1,183188399,183188900,chr1-183188399-183188900,Stable,Closing,Closing,23,Aida,107690,,,,,,,,,,
9,30855770,30856271,chr9-30855770-30856271,Stable,Closing,Closing,23,St14,233131,,,,,,,,,,
12,28621728,28622477,chr12-28621728-28622477,Stable,Closing,Closing,23,Rps7,8377,,,,,,,,,,
16,13589843,13590344,chr16-13589843-13590344,Stable,Closing,Closing,23,Pdxdc1,242804,,,,,,,,,,
12,112795597,112796098,chr12-112795597-112796098,Stable,Closing,Closing,23,Ahnak2,-23403,,,Cdca4,24131,Siva1,-150918,,,,
7,121111384,121111885,chr7-121111384-121111885,Stable,Closing,Closing,23,Polr3e,-193640,,,,,,,,,,
7,71842229,71842730,chr7-71842229-71842730,Stable,Stable,Closing,26,Mctp2,235100,,,,,,,,,,
7,120723788,120724289,chr7-120723788-120724289,Stable,Closing,Closing,23,Polr3e,193455,,,,,,,,,,
3,130950865,130951366,chr3-130950865-130951366,Stable,Closing,Closing,23,Rpl34,-224034,,,,,,,,,,
7,112202173,112202674,chr7-112202173-112202674,Stable,Closing,Closing,23,Mical2,23182,,,,,,,,,,
13,96939562,96940063,chr13-96939562-96940063,Stable,Closing,Closing,23,Nsa2,189361,,,,,,,,,,
11,23732812,23733313,chr11-23732812-23733313,Stable,Closing,Closing,23,Rel,3534,,,,,,,,,,
4,116212778,116213279,chr4-116212778-116213279,Stable,Stable,Closing,26,Rad54l,-118514,,,,,,,,,,
3,99378001,99378502,chr3-99378001-99378502,Stable,Stable,Closing,26,Tbx15,-137620,,,,,,,,,,
17,12782864,12783365,chr17-12782864-12783365,Stable,Closing,Closing,23,Gm7162,36454,,,,,,,,,,
19,47330637,47331138,chr19-47330637-47331138,Stable,Closing,Closing,23,Sh3pxd2a,-70463,,,Calhm2,-225284,,,,,,
14,75797985,75798486,chr14-75797985-75798486,Stable,Closing,Closing,23,Tpt1,46607,,,,,,,,,,
2,5094906,5095594,chr2-5094906-5095594,Stable,Closing,Closing,23,Mcm10,-105192,,,,,,,,,,
4,64065246,64065747,chr4-64065246-64065747,Stable,Closing,Closing,23,Tnc,-105461,,,,,,,,,,
2,60901389,60901890,chr2-60901389-60901890,Stable,Stable,Closing,26,Rbms1,-151196,,,,,,,,,,
7,144747676,144748177,chr7-144747676-144748177,Stable,Closing,Closing,23,Ccnd1,181754,,,,,,,,,,
6,135313892,135314393,chr6-135313892-135314393,Stable,Closing,Closing,23,Hebp1,-176370,,,Gprc5a,-248241,,,,,,
7,112304263,112304764,chr7-112304263-112304764,Stable,Closing,Closing,23,Mical2,-78407,,,,,,,,,,
16,85983625,85984126,chr16-85983625-85984126,Stable,Closing,Closing,23,Adamts1,-189798,,,,,,,,,,
7,144739940,144740441,chr7-144739940-144740441,Stable,Closing,Closing,23,Ccnd1,189490,,,,,,,,,,
1,90535859,90536360,chr1-90535859-90536360,Stable,Closing,Closing,23,Col6a3,229563,,,,,,,,,,
1,63032837,63033338,chr1-63032837-63033338,Stable,Closing,Closing,23,Eef1b2,143487,,,,,,,,,,
5,64078497,64078998,chr5-64078497-64078998,Stable,Stable,Closing,26,Tbc1d1,77307,,,,,,,,,,
1,135862040,135862541,chr1-135862040-135862541,Stable,Closing,Closing,23,Csrp1,-141979,,,,,,,,,,
5,21496941,21497442,chr5-21496941-21497442,Stable,Closing,Closing,23,Lrrc17,46117,,,,,,,,,,
14,58098828,58099329,chr14-58098828-58099329,Stable,Closing,Closing,23,Micu2,-182567,,,,,,,,,,
3,146010175,146010676,chr3-146010175-146010676,Stable,Closing,Closing,23,Rpl36a-ps2,-131155,,,,,,,,,,
15,44603664,44604165,chr15-44603664-44604165,Stable,Closing,Closing,23,Ebag9,15010,,,,,,,,,,
2,105212916,105213417,chr2-105212916-105213417,Stable,Closing,Closing,23,Eif3m,-213260,,,,,,,,,,
15,83683062,83683649,chr15-83683062-83683649,Stable,Closing,Closing,23,Scube1,-78063,,,,,,,,,,
4,24630327,24630828,chr4-24630327-24630828,Stable,Closing,Closing,23,Mms22l,-133876,,,,,,,,,,
2,85098001,85098502,chr2-85098001-85098502,Stable,Closing,Closing,23,Slc43a3,-161422,,,,,,,,,,
2,69155822,69156323,chr2-69155822-69156323,Stable,Stable,Closing,26,Spc25,37572,,,,,,,,,,
2,104851597,104852098,chr2-104851597-104852098,Stable,Closing,Closing,23,Eif3m,147558,,,,,,,,,,
7,98668134,98668635,chr7-98668134-98668635,Stable,Closing,Closing,23,Lrrc32,-178851,,,,,,,,,,
3,54413019,54413623,chr3-54413019-54413623,Stable,Closing,Closing,23,Postn,-51910,,,,,,,,,,
19,53278601,53279102,chr19-53278601-53279102,Stable,Closing,Closing,23,Add3,-138158,,,,,,,,,,
5,151705135,151705636,chr5-151705135-151705636,Stable,Closing,Closing,23,Rfc3,-62379,,,,,,,,,,
11,6587160,6587661,chr11-6587160-6587661,Stable,Closing,Closing,23,H2afv,-159931,,,,,,,,,,
16,30111463,30111964,chr16-30111463-30111964,Stable,Closing,Closing,23,Lrrc15,157338,,,,,,,,,,
17,6421445,6422322,chr17-6421445-6422322,Stable,Closing,Closing,23,Tmem181a,-164585,,,,,,,,,,
1,90706287,90706788,chr1-90706287-90706788,Stable,Closing,Closing,23,Col6a3,59135,,,,,,,,,,
2,125212012,125212513,chr2-125212012-125212513,Stable,Stable,Closing,26,Fbn1,88081,,,,,,,,,,
1,21041011,21041512,chr1-21041011-21041512,Stable,Closing,Closing,23,Mcm3,-238043,,,,,,,,,,
2,131029371,131029872,chr2-131029371-131029872,Stable,Closing,Closing,23,Hspa12b,97408,,,,,,,,,,
7,116557559,116558060,chr7-116557559-116558060,Stable,Closing,Closing,23,Rps13,-226054,,,,,,,,,,
8,105164348,105164849,chr8-105164348-105164849,Stable,Closing,Closing,23,Fhod1,164314,,,,,,,,,,
5,29842742,29843243,chr5-29842742-29843243,Stable,Closing,Closing,23,Tyms,214959,,,,,,,,,,
1,178936428,178936929,chr1-178936428-178936929,Stable,Closing,Closing,23,Smyd3,15031,,,,,,,,,,
17,88195279,88195780,chr17-88195279-88195780,Stable,Closing,Closing,23,Msh6,-220217,,,,,,,,,,
15,83740944,83741674,chr15-83740944-83741674,Stable,Closing,Closing,23,Scube1,-135945,,,,,,,,,,
10,91230311,91230812,chr10-91230311-91230812,Stable,Closing,Closing,23,Apaf1,-241000,,,,,,,,,,
2,172276174,172276675,chr2-172276174-172276675,Stable,Closing,Closing,23,Aurka,79515,,,,,,,,,,
16,18788923,18789424,chr16-18788923-18789424,Stable,Closing,Closing,23,Cdc45,-8476,,,,,,,,,,
1,33657516,33658017,chr1-33657516-33658017,Stable,Closing,Closing,23,Prim2,-203706,,,,,,,,,,
16,62754675,62755176,chr16-62754675-62755176,Stable,Closing,Closing,23,Pros1,99131,,,,,,,,,,
10,111853297,111853798,chr10-111853297-111853798,Stable,Stable,Closing,26,Glipr1,131650,,,,,,,,,,
19,42788220,42788721,chr19-42788220-42788721,Stable,Closing,Closing,23,Loxl4,-194238,,,,,,,,,,
18,34958215,34958716,chr18-34958215-34958716,Stable,Closing,Closing,23,Cdc25c,-225222,,,,,,,,,,
1,93725990,93726491,chr1-93725990-93726491,Stable,Stable,Closing,26,Dtymk,66085,,,,,,,,,,
11,82945624,82946125,chr11-82945624-82946125,Stable,Closing,Closing,23,Slfn9,32265,,,,,,,,,,
11,62145110,62145963,chr11-62145110-62145963,Stable,Closing,Closing,23,Adora2b,103021,,,Specc1,-188347,,,,,,
17,12631720,12632221,chr17-12631720-12632221,Stable,Closing,Closing,23,Gm7162,187598,,,,,,,,,,
4,141426701,141427202,chr4-141426701-141427202,Stable,Closing,Closing,23,Fblim1,148860,,,,,,,,,,
17,12780100,12780601,chr17-12780100-12780601,Stable,Closing,Closing,23,Gm7162,39218,,,,,,,,,,
10,97547628,97548129,chr10-97547628-97548129,Stable,Closing,Closing,23,Kera,58750,,,,,,,,,,
5,21348117,21348824,chr5-21348117-21348824,Stable,Closing,Closing,23,Lrrc17,194735,,,,,,,,,,
12,104125115,104125616,chr12-104125115-104125616,Stable,Closing,Closing,23,Serpina3g,110629,,,Serpina3i,137506,,,,,,
17,83337493,83337994,chr17-83337493-83337994,Stable,Closing,Closing,23,Cox7a2l,163924,,,,,,,,,,
3,90586829,90587330,chr3-90586829-90587330,Stable,Closing,Closing,23,S100a6,25552,,,,,,,,,,
4,89169641,89170142,chr4-89169641-89170142,Stable,Closing,Closing,23,Cdkn2a,104329,,,Cdkn2b,136157,,,,,,
7,80441876,80442377,chr7-80441876-80442377,Stable,Closing,Closing,23,Blm,12356,,,Prc1,-147426,,,,,,
18,66453216,66453717,chr18-66453216-66453717,Stable,Closing,Closing,23,Pmaip1,4816,,,,,,,,,,
2,164817630,164818131,chr2-164817630-164818131,Stable,Stable,Closing,26,Ube2c,-47732,,,,,,,,,,
16,45946334,45946835,chr16-45946334-45946835,Stable,Closing,Closing,23,Gm4737,206150,,,,,,,,,,
1,90843795,90844296,chr1-90843795-90844296,Stable,Closing,Closing,23,Col6a3,-77872,,,,,,,,,,
15,31113145,31113646,chr15-31113145-31113646,Stable,Closing,Closing,23,Dap,110668,,,,,,,,,,
16,18555173,18555674,chr16-18555173-18555674,Stable,Closing,Closing,23,Cdc45,224773,,,,,,,,,,
1,107427854,107428355,chr1-107427854-107428355,Stable,Closing,Closing,23,Serpinb7,-28199,,,,,,,,,,
12,112579809,112580310,chr12-112579809-112580310,Stable,Closing,Closing,23,Siva1,64369,,,Ahnak2,191884,Cdca4,239919,,,,
6,135141290,135141791,chr6-135141290-135141791,Stable,Closing,Closing,23,Hebp1,-3768,,,Gprc5a,-75639,,,,,,
2,102316639,102317140,chr2-102316639-102317140,Stable,Closing,Closing,23,Pamr1,232872,,,,,,,,,,
4,63982963,63983817,chr4-63982963-63983817,Stable,Closing,Closing,23,Tnc,-23178,,,,,,,,,,
4,3789531,3790032,chr4-3789531-3790032,Stable,Closing,Closing,23,Rps20,41302,,,,,,,,,,
3,87949778,87950279,chr3-87949778-87950279,Stable,Stable,Closing,26,Crabp2,-1112,,,Iqgap3,131692,,,,,,
8,105372532,105373033,chr8-105372532-105373033,Stable,Closing,Closing,23,Fhod1,-43369,,,,,,,,,,
1,90834708,90835209,chr1-90834708-90835209,Stable,Closing,Closing,23,Col6a3,-68785,,,,,,,,,,
1,72914750,72915251,chr1-72914750-72915251,Stable,Closing,Closing,23,Rpl37a,-203460,,,,,,,,,,
6,17072778,17073279,chr6-17072778-17073279,Stable,Stable,Closing,26,Tes,-7629,,,,,,,,,,
17,24020820,24021733,chr17-24020820-24021733,Stable,Closing,Closing,23,Ccnf,200465,,,,,,,,,,
1,128399032,128399533,chr1-128399032-128399533,Stable,Closing,Closing,23,Mcm6,-67442,,,,,,,,,,
5,110399500,110400001,chr5-110399500-110400001,Stable,Closing,Closing,23,Pole,-113194,,,,,,,,,,
1,169357700,169358201,chr1-169357700-169358201,Stable,Stable,Closing,26,Nuf2,139733,,,,,,,,,,
16,93936057,93936558,chr16-93936057-93936558,Stable,Stable,Closing,26,Chaf1b,-52156,,,,,,,,,,
5,29997281,29997782,chr5-29997281-29997782,Stable,Closing,Closing,23,Tyms,60420,,,,,,,,,,
4,4219611,4220112,chr4-4219611-4220112,Stable,Closing,Closing,23,Penk,-86080,,,,,,,,,,
4,136407844,136408345,chr4-136407844-136408345,Stable,Closing,Closing,23,Luzp1,61416,,,Tcea3,-160115,,,,,,
12,112578621,112579122,chr12-112578621-112579122,Stable,Closing,Closing,23,Siva1,65557,,,Ahnak2,193072,Cdca4,241107,,,,
7,49686798,49687299,chr7-49686798-49687299,Stable,Closing,Closing,23,Htatip2,71816,,,,,,,,,,
4,43726954,43727455,chr4-43726954-43727455,Stable,Closing,Closing,23,Tln1,-195435,,,Glipr2,229946,,,,,,
5,45502555,45503056,chr5-45502555-45503056,Stable,Closing,Closing,23,Lap3,-9181,,,Ncapg,166863,,,,,,
13,60434597,60435581,chr13-60434597-60435581,Stable,Closing,Closing,23,Gm48583,206209,,,,,,,,,,
16,13588277,13589319,chr16-13588277-13589319,Stable,Closing,Closing,23,Pdxdc1,243829,,,,,,,,,,
1,120236341,120236842,chr1-120236341-120236842,Stable,Closing,Closing,23,Tmem37,-168964,,,,,,,,,,
2,36278774,36279275,chr2-36278774-36279275,Stable,Closing,Closing,23,Ptgs1,-48348,,,Lhx6,-196821,,,,,,
15,31381923,31382552,chr15-31381923-31382552,Stable,Closing,Closing,23,Dap,-157609,,,,,,,,,,
2,127333520,127334021,chr2-127333520-127334021,Stable,Closing,Closing,23,Ncaph,-229711,,,,,,,,,,
15,51647416,51647917,chr15-51647416-51647917,Stable,Closing,Closing,23,Eif3h,138641,,,,,,,,,,
18,36708764,36709265,chr18-36708764-36709265,Stable,Closing,Closing,23,Slc35a4,-29549,,,,,,,,,,
12,104079960,104080461,chr12-104079960-104080461,Stable,Closing,Closing,23,Serpina3g,155784,,,Serpina3i,182661,,,,,,
6,3845547,3846048,chr6-3845547-3846048,Stable,Stable,Closing,26,Tfpi2,116547,,,,,,,,,,
6,22507051,22507552,chr6-22507051-22507552,Stable,Closing,Closing,23,Wnt16,-218824,,,,,,,,,,
12,95641600,95642101,chr12-95641600-95642101,Stable,Closing,Closing,23,Flrt2,50125,,,,,,,,,,
10,4132620,4133121,chr10-4132620-4133121,Stable,Closing,Closing,23,Akap12,133259,,,,,,,,,,
15,83691776,83692277,chr15-83691776-83692277,Stable,Stable,Closing,26,Scube1,-86777,,,,,,,,,,
15,68451938,68452439,chr15-68451938-68452439,Stable,Stable,Closing,26,Gm10240,-142119,,,,,,,,,,
10,39413132,39413633,chr10-39413132-39413633,Stable,Closing,Closing,23,Gm6477,-214594,,,,,,,,,,
10,29894736,29895237,chr10-29894736-29895237,Stable,Closing,Closing,23,Gm10275,-195990,,,,,,,,,,
14,44094299,44095021,chr14-44094299-44095021,Stable,Closing,Closing,23,Gm8113,-168909,,,,,,,,,,
16,45921780,45922281,chr16-45921780-45922281,Stable,Closing,Closing,23,Gm4737,230704,,,,,,,,,,
1,163574377,163575208,chr1-163574377-163575208,Stable,Closing,Closing,23,Kifap3,204375,,,,,,,,,,
3,104944840,104945341,chr3-104944840-104945341,Stable,Closing,Closing,23,Mov10,-150004,,,,,,,,,,
15,34389380,34390104,chr15-34389380-34390104,Stable,Closing,Closing,23,Rpl30,50401,,,,,,,,,,
6,127072761,127073262,chr6-127072761-127073262,Stable,Closing,Closing,23,Rad51ap1,-149711,,,,,,,,,,
7,98548750,98549251,chr7-98548750-98549251,Stable,Closing,Closing,23,Lrrc32,-59467,,,,,,,,,,
13,6506197,6506698,chr13-6506197-6506698,Stable,Closing,Closing,23,Pitrm1,41451,,,,,,,,,,
13,53266586,53267087,chr13-53266586-53267087,Stable,Closing,Closing,23,Ror2,-157274,,,,,,,,,,
7,116349476,116349977,chr7-116349476-116349977,Stable,Closing,Closing,23,Rps13,-17971,,,,,,,,,,
